category_cc,join_date,channel,name_cc,subscribers_cc,videos_cc,subscriber_rank_sb,weights,mean_activity,Channel_country
News & Politics,2006-12-15,UCENwe4N7FQCfIWY5wEjimNA,WIVBTV,61200,36043,238308.0,5.63,88.47953216374269,Country not available
News & Politics,2014-05-01,UC_vFLohxs5PkAxlk7Y6jEtw,ABC 7 Chicago,25800,4843,379160.0,8.1195,96.69148936170212,US
News & Politics,2005-10-14,UC_B1lpgj2DH_wO8T1jJnSYA,FOX10 News - WALA,30400,30071,388489.0,7.151000000000002,93.03333333333333,US
News & Politics,2012-12-27,UCsNdeLwEZf86swPD3qJJ7Dw,News Nation,1632943,26756,7347.0,2.5415,156.30322580645162,IN
News & Politics,2009-07-14,UCsba91UGiQLFOb5DN3Z_AdQ,CNBCAfrica,77700,35603,177744.0,5.183,121.06432748538012,ZA
News & Politics,2017-08-17,UCUI2t1rGG2bzhwBOS4pZAeQ,SPN9NEWS साम�...,2158907,37072,5669.0,2.4485,522.945054945055,IN
News & Politics,2017-01-03,UCk_LLcOS5hWWgcMHH87HCNA,Taja30,374000,5971,43839.0,3.3395,91.39716312056737,IN
News & Politics,2010-05-25,UC-3jIAlnQmbbVMV6gR7K8aQ,The Majority Report ...,655000,13105,22859.0,2.9745,93.0576923076923,US
News & Politics,2017-01-04,UCwqusr8YDwM-3mEYTDeJHzw,Republic World,1420000,21340,8975.0,2.553,357.32089552238807,IN
News & Politics,2007-06-19,UCIvaYmXn910QMdemBG3v1pQ,Zee News,9280000,102648,549.0,2.0869999999999997,308.7806451612903,IN
News & Politics,2007-01-08,UCmRbHAgG2k2vDUvb3xsEunQ,CNBC-TV18,408273,58641,39390.0,3.2665,177.0,IN
News & Politics,2015-11-01,UCuxgEyMeaks7HS5gAw6Tt7w,ILTV ISRAEL DAILY,89100,7334,166512.0,5.4445,60.369942196531795,IL
News & Politics,2006-01-25,UC5DOK_H_fkhHBw_7pl0TViQ,WAVY TV 10,45500,53661,272526.0,6.067,224.8465909090909,US
News & Politics,2018-08-15,UCMQx1e1j2mVYR8s8HgtyoIg,Kohenoor News,49900,2445,253536.0,5.385000000000002,93.62222222222222,PK
News & Politics,2013-04-08,UCvHDpsWKADrDia0c99X37vg,i24NEWS English,87100,12438,169760.0,5.0655,75.01123595505618,US
News & Politics,2011-02-22,UCxMXl9L79X1Mq_4iwCOyPFg,CBSDFW,98100,23624,148539.0,4.529,192.50282485875707,US
News & Politics,2017-11-13,UCueLJ4vLHTwMpYILmdBjRlg,Decentralized TV,79500,2878,207718.0,6.399000000000001,66.58947368421053,US
News & Politics,2015-12-23,UCrkQ4OlgtOQICQ4NFTExttw,BBS TEREFAYINA,52400,17428,211288.0,5.3595,214.91525423728814,UG
News & Politics,2014-02-15,UCaFxVc4xHOea6s5CO0eBxIA,PressTV,286448,56252,62384.0,3.845,299.9935483870968,Channel not found
News & Politics,2013-03-28,UC9_XmAwE5szLHF76FjMylaw,MTVLebanonNews,164000,50639,69438.0,3.9065,192.42307692307693,LB
News & Politics,2011-01-27,UC7FlLbNo66YsCEAPuJITiNg,News18 Rajasthan,1080000,23208,13215.0,2.7605,501.15555555555557,IN
News & Politics,2010-03-01,UC4SH8rh0OjYV3zwqnIfqNbA,Paul Begley,329000,14380,55146.0,3.495,71.49677419354839,US
News & Politics,2016-11-18,UCjHWKUbljF4hp3s5PbgK9uA,Newsone Pk,542000,14654,33098.0,3.1860000000000004,215.0,PK
News & Politics,2013-06-12,UCMmpLL2ucRHAXbNHiCPyIyg,ARY News,3390000,5639,2890.0,2.2315,78.89032258064516,PK
News & Politics,2016-04-22,UCZKbDF4lOaVHE1N-BrGpa6w,News Dnn,61800,12311,226405.0,6.553999999999999,181.35862068965517,IN
